id,source,language,task1,task2,clean_text
4898,twitter,es,0,non-sexist,mucho tiene que ver cuando le otorgan permiso personas que entran salen de cana por narcotrafico la plaza esta lleno de comercio pantalla donde se mueve droga todos saben hasta los pacos pero no se hace nada porque en chile pesa menos traficar que
4899,twitter,es,1,misogyny-non-sexual-violence,las mujeres que matan nios no son enfermas
4900,twitter,es,1,misogyny-non-sexual-violence,re copete conmigozorra
4901,twitter,es,0,non-sexist,he estado en inglaterra te puedo asegurar que hay gente muy fea con ojos azules
4902,twitter,es,1,objectification,tenes un lindo culo
4903,twitter,es,0,non-sexist,gracias
4904,twitter,es,0,non-sexist,hola paty tu eres magistral maravillosa tu empoderacion tu liderazgo no tiene limites ta admiro yo se que eres la unica mujer empoderada en realidad simbolo de la femeneidad el poder femenino
4905,twitter,es,0,non-sexist,pordios este hombre yo no entiendo como puede existir alguien tan fachero
4906,twitter,es,0,non-sexist,esta muerte nos demuestra que el sistema de atencin al sinhogarismo ha fallado de nuevo seala que es un modelo del todo insuficiente que necesita una transformacin completa para ofrecer soluciones permanentesva
4907,twitter,es,0,non-sexist,random fact cuando tengo tiempo libre me pongo escribir nombres de hombre mujer para cuando tenga hijos
4908,twitter,es,1,sexual-violence,juezque pidi la absolucin de lamanada absuelve al hombre que abus sexualmente de una nia de aos porque el acusado deca quesiempre inventaba historias se peda aos de prisin
4909,twitter,es,0,non-sexist,quiero cocinar pero no quiero fregar pero tengo hambre que dilema
4910,twitter,es,0,non-sexist,ya te he hecho mucho caso octuvre tu rey lo seguir siendo hasta que te mueras porque nunca seris independientes lo mejor de todo es que eso todos lo sabemos ale llorar la llorera victimismo me parece tan cursi
4911,twitter,es,1,ideological-inequality,jaja qu bueno amiga uuuhh no eso no puede ser las mujeres no tienen deseo sexual ni les gusta el roce ni beber ni nada es todo culpa del machirulo opresor irenita lo sabe por eso habla por todas vosotras
4912,twitter,es,1,stereotyping-dominance,traduccinyo el macho alfa el jefe de la manada me ofrezco ir de nmero de barna porque esa mujer florero que est de nmero no vale para nada
4913,twitter,es,1,ideological-inequality,esta ta no soporta que exista el masculinismo como movimiento en contra de todo tipo de violencia
4914,twitter,es,0,non-sexist,para que llegue un presidente sin miedo trancas sin una patologa que lo haga temer violar los solo con imponer la ley proteger los desvalidos ciudadanos honestos no sabemos que tiene que pasar para ellono fueron suficientes eclipse estrella de belen
4915,twitter,es,0,non-sexist,un horror que existan aun esas cosas suficiente coazo es el mundo como para encima tener que sentir inseguridad por ser mujer de color cualquier otra cosa distintaofftopic odio el topicazo de jackie en ingls metiendo palabras latinas de por medio en cada frase
4916,twitter,es,0,non-sexist,estas son las leyes feministas
4917,twitter,es,0,non-sexist,fui comprar cido flico cido ascrbico porque es bueno cuidarse prevenir enfermedades mi mam cree que estoy embarazada
4918,twitter,es,0,non-sexist,guille qu significa hora golfa sesiones de cine otros espectculos que empiezan altas horas de la noche en la madrugada
4919,twitter,es,0,non-sexist,la navidad hace tiempo que ya no es la celebracin del nacimiento del hijo de un carpintero que dio su vida por la igualdad el amor entre los seres humanos hemos olvidado la esencia de esta celebracin
4920,twitter,es,1,ideological-inequality,injusto el trato que ha recibido ni las mismas feministas apoyan las mujeres en sus xitos
4921,twitter,es,0,non-sexist,gracias chicas hoy me queda claro que lo que nos falta no hemos sabido valorar es esa esperanza de sus abuelitas yo trabajo en la industria espero que esta esperanza les permita pasar una buena navidad los millones de empleados que han perdido sus trabajos
4922,twitter,es,1,misogyny-non-sexual-violence,ral yulissa quiereme tu mi zorra yulissa que eres una pedazo de puta to el da metiendote conmigoque tu parecas una calabaza sea literalmente saliste en la cenicienta starring ral rosa as la carroza
4923,twitter,es,0,non-sexist,cada vez que hablo sube el pan este paso voy hacer que cueste millones porque me suda la polla como os siente la puta verdad al igual que vosotros os la ha estado sudando como me sientan vuestras mentiras tonterasfin
4924,twitter,es,0,non-sexist,buenas noches gobernador en cagua funda cagua nonos llega agua desde hace dias otras partes de cagua si llega pero funda coagua no llega la sra alcaldeza mirian pardo nos tiene reprimida el agua aqui viven adultos mayores nios haga algo
4925,twitter,es,1,stereotyping-dominance,mujer al volante peligro constante
4926,twitter,es,1,ideological-inequality,mucho feminismo pero esos comentarios
4927,twitter,es,1,stereotyping-dominance,dganle la rubia tonta que hace que no uso el casco
4928,twitter,es,1,ideological-inequality,viva el libre desarrollo de la personalidadnuria una puta mierda hay identidad de mujer identidad de hombre elige sin destinos slo el destino de que hay identidad de hombre identidad de mujer las nias rosa los nenes azul malditas reaccionarias conservadoras
4929,twitter,es,0,non-sexist,tan inmoral el que se prest para calumniar infamemente correa cambio de dinero como el que difunde se hace eco de estas difamaciones con las que pretendieron en vano manchar la integridad moral toda prueba de un de bien esposo fiel padre abnegado amoroso
4930,twitter,es,1,sexual-violence,cosas que le deberan valer que haya hecho el reyasesinaratracar bancospegar policas defraudar haciendafalsas denuncias sexualesazotar mujeres llamar violador asesinados coitos variados con sus asalariadasetc etc etc
4931,twitter,es,0,non-sexist,le decis banda tu grupo de amigos ah mira bueno contame cuantas denuncias por abuso acoso sexual tenes
4932,twitter,es,1,ideological-inequality,site hice missgendee funame no olvides agregarle cucharadas bien colmadas de victimismo
4933,twitter,es,0,non-sexist,androcentrismo visin que sita al hombre como el centro de todo supone que el hombre sus ideas son las nicas posibles universales invisibiliza minimiza desvaloriza las mujeres sus aportaciones puede estar presente en cualquier lugar feminismo sororidad
4934,twitter,es,1,stereotyping-dominance,seguro era una mujer al volante por eso se anim reaccionar as
4935,twitter,es,0,non-sexist,revs no funciona eso me hace tener un poco de esperanza en el mundo no todos los hombres hacen comentarios ahueonaos
4936,twitter,es,1,stereotyping-dominance,sumisa reprimida era el papel de la mujer en la antigua grecia
4937,twitter,es,0,non-sexist,estoy muy fea amigo jajajja
4938,twitter,es,1,misogyny-non-sexual-violence,porque te fuiste la puta que te pario
4939,twitter,es,0,non-sexist,eso es muy cierto tanto como decir que compitiendo bien se est cerca de la victoria que de la derrota siempre que entre los competidores haya cierta igualdadfeliz navidad sigue hacindonos disfrutar de este equipo
4940,twitter,es,0,non-sexist,otra mujer desaparecidaclaudia isabel bahamondes duartesi tiene alguna informacin contactar colectiva gabriela rebelde en instagrampiscoelqui laserena coquimbo vicua extraviadaalertamorada
4941,twitter,es,0,non-sexist,ser rubia pero de tonta no tengo un pelo
4942,twitter,es,0,non-sexist,trump es un hombre mentalmente inestable hay que observar all no es por el bando que sea si uno otro lo detesta por lo mismo es una persona que necesita ayuda profesional denota un comportamiento terrible desde su inicio hasta hoy
4943,twitter,es,1,sexual-violence,mucho texto para decir que quiere follar no puede
4944,twitter,es,0,non-sexist,la muerte de su padre lleno apolo de preguntasse tena que haberse sincerado antes podra haber sido su relacin estrecha por otra parte haba perdido algunos apoyos su campaa tras salir del armario sin contar con los apoyos que le daban los amigos de su padre
4945,twitter,es,0,non-sexist,la doncella movida por su agradecimiento quiere violar su vida su destino
4946,twitter,es,0,non-sexist,hay una nia que me est viendo como si fuera un espcimen todo raro
4947,twitter,es,0,non-sexist,como son los chicos de mi edad de poner fotos de cariosos con sus primxs pequeos jajajajaja en plan mi nia cario ven que nos hagamos una foto por navidad no te veo desde el ao pasado
4948,twitter,es,0,non-sexist,the global metoo book relata sobre el contexto local la lucha de las mujeres sus derechos en pas que dice cuidarlas pero decide ignorarlas muchas veceste esperamosas acompaamos juntas lapreviadel dicho sea de paso mi cumpleaos
4949,twitter,es,0,non-sexist,pixarsoul es arte es abstracta sencilla la vez en momentos divertida dulce en momentos cida triste viaje emocional emocionante que sin duda merece el reconocimiento de mejor pelcula de animacin de este ao
4950,twitter,es,1,objectification,amigo el culo hermoso que tiene ahre
4951,twitter,es,1,misogyny-non-sexual-violence,aunque vallis tarde la foto os la hacis igual pedazo de
4952,twitter,es,0,non-sexist,noche de dixper feliz navidad
4953,twitter,es,1,stereotyping-dominance,pensamientos de las no me lo intenteis explicar soy rubia tonta del culo
4954,twitter,es,1,stereotyping-dominance,amiga me lees tu hombre solo necesita cosas para ser feliz contigo que le saques la leche mientras bellaca seas mejor djalo en deja de joder no eres su mam deja acepta que te cuide sumisa satnica quiere estar con una mujer no con otro macho
4955,twitter,es,0,non-sexist,no holandesa pero en todos los internados que pis me ensearon dirigirme como madame las seoritas desconocidas
4956,twitter,es,0,non-sexist,felicesfiestasfemfiestasfeministasnavidadfeministaniunamsenyositecreo la culpa no era ma no de dnde estaba ni de cmo vestasi tocan una nos tocan todasslo es es
4957,twitter,es,1,misogyny-non-sexual-violence,lerda criminal inculta golfa corrupta sicopata luego hablan de irene la muy fascista
4958,twitter,es,1,ideological-inequality,que no eres masculinista eres sitate lo tuyo son las nuevas masculinidades feministas eso no tiene nada que ver con el masculinismo no tienes ni idea de lo que hablasel feminismo roba derechos los hombres ya que crea desigualdades con las mujeres
4959,twitter,es,1,ideological-inequality,parece que algunos mgtow esteis deseando que el masculinismo fracase
4960,twitter,es,1,ideological-inequality,legalizar el aborto es fracasar poltica socialmente la hora de querer resolver los problemas que llevan las mujeres eso porque descartar una vida inocente jams es un derecho menos empoderamientosenadores escuchen el reclamo de la mayora celeste salvenalos
4962,twitter,es,0,non-sexist,quiero jugar contigo roa todo me pareces un to puta madre has creado una comunidad de la nada te mereces todo
4963,twitter,es,0,non-sexist,los zionazis de israhell no necesitan hornos crematorios para asesinar nios mujeres hombres palestinos desarmados en gaza el campo de concentracin grande de la historia humana
4964,twitter,es,0,non-sexist,bajo ningn concepto el estado venezolano puede la violacin del derecho internacional pblicoqu ha hecho la cijes evidente adems los eso es ilegal ilegtimo aplicando la ley internacionalno hay jurisdiccin
4965,twitter,es,1,stereotyping-dominance,me parto la puta polla jajajajaja hay mujeres heteras que son cortas que las mangas de un chaleco
4967,twitter,es,1,objectification,mamorretas de tetas
4968,twitter,es,0,non-sexist,mi prima viene el mi casa se va quedar como dos semanas todo lo que esta bien esta mujer la amo
4969,twitter,es,0,non-sexist,con el dinero de los dems tambin hago yo una mierda as de gorda
4970,twitter,es,0,non-sexist,todo lo que sean licencias me parece una insensatez perra vida
4971,twitter,es,0,non-sexist,concuerdo pero en mxico ningn partido ya sean de derecha izquierda le importa en lo absoluto el masculinismo lo que les dejar votos ser el feminismo eso lo saben todos
4972,twitter,es,0,non-sexist,que tristeza que verguenza de gobierno permitir est situacin no poder estar en casa un da tan especial con sus mujeres sus hijos vaya panda que llegue pronto el da en que dejen de gobernar sin unos desastres
4973,twitter,es,1,sexual-violence,hay que entender eso es ya de por si una disculpa como dije ser analfabeto no lo ha impedido follar su mujer vender su hija ni saber lo que su hija le va pasar ser analfabeto no disculpa de ser un indecente
4974,twitter,es,0,non-sexist,siempre escarb en la sociedad mojigata demostr que las apariencias engaan parte de lo que el actor alberto estrella dijo en entrevista para espectculos tras la muerte del director jaime humberto hermosillo la nota en
4975,twitter,es,1,sexual-violence,que paja se nota que las respuestas no entienden lo que es ser mujer el miedo caminar sola el miedo ser violada el sentirte todo el tiempo como sentira un hombre al pasar por un barrio peligroso pero bueno no hay privilegios slo importa que las mujeres no ganen nada
4976,twitter,es,0,non-sexist,seraley esahorasenado mundo mira argentina basta de violencia contra la mujer fuera de nuestros cuerpos aborto libre legal gratuito
4977,twitter,es,0,non-sexist,uno no puede cambiar el pasado pero si puede cambiar la forma en que uno entiende acepta percibe los recuerdos metoo
4979,twitter,es,0,non-sexist,en lugar del mensaje distorsionado para decir que nuestro gobierno impulsa el feminismo hablen de esto la unin publicprivada que ha impulsado liderado la con algo que nos enorgullece leer
4980,twitter,es,1,objectification,que perra que ests bombona
4981,twitter,es,0,non-sexist,se encoge de hombros por su comentario luego se cruza de piernas para esuchcar la chica sin tener mucho que decir mientras que ladeaba la cabeza suavementemmm puede ser que ahi se vea el carcater
4982,twitter,es,1,ideological-inequality,occidente no hay nada que hacer el verdadero problema la sufren las mujeres en medio oriente pero estas feministas de cartn le tiemblan las manos para levantarse contra los hombres de oriente porque aqu se le hace dao la mujer
4983,twitter,es,0,non-sexist,como por ej que segn un estudio de mxico evala de millones de mujeres fueron vctimas de violencia sexual durante julio diciembre del que de cada mujeres mayores de aos fueron vctimas de actos como hostigamiento acoso abuso sexual violacin
4984,twitter,es,0,non-sexist,una cenutria importante por cierto bastante iletrada se le nota mucho pesar de que imposta la voz el gesto como si tuviera algo de nivel pura fachada pura impostura menos maril montero iba de mujer del pueblo
4985,twitter,es,0,non-sexist,compartan la historia de daniela gracias por ser tan valiente yostecreo niunams vctima gabriel vallejo
4986,twitter,es,0,non-sexist,graciascon permiso seoritasse cuela por el lateral alejado de ellas que no se ofendan pero dan un poco de grimay en cuanto las sobrepasa echa casi que correr hacia las escalerassalvadoiuffa subiryaaaaatoooo
4987,twitter,es,1,stereotyping-dominance,la falta de buen sexo ya su frigida mente le congela las neuronas
4988,twitter,es,0,non-sexist,cmo es posible que berem gokyildiz siendo una nia se lleve con ella todas las series en las que trabaja si es que da igual quienes sean sus compaerosas de reparto siempre destaca por encima de todosas mihijaestreno
4989,twitter,es,1,objectification,muy buenas tetas por cierto okno
4991,twitter,es,1,stereotyping-dominance,impunidad al volante festejada por el mamertonadie acta de oficio con esta mujer
4992,twitter,es,0,non-sexist,todos los dias pienso algo distinto pero el otro dia vi trataba de una mujer empoderada asiq me parece trata de onda un flechazo mientras estaban todos en un fla onda la mina era re interesante le copo un pibe mientras estaba volada le dijo iban estar juntos no se
4993,twitter,es,1,stereotyping-dominance,para decorar lo que viene siendo una mujer florero
4994,twitter,es,1,ideological-inequality,machismo nosi uno dice se la follaba porque le pone pues es un gusto una expresin el deseo forma parte del humano se dice sin ningn problemasi una chica le dice un to le echaba un polvo no veas muchas lo dice eso es hembrismovenga ya menos hipcresia
4995,twitter,es,0,non-sexist,las leyes promovidas por el gobierno ayudan la la mujeres que salgan flote as estar en un futuro en igualdad de condiciones con el hombre pero para ello se necesita unidad
4996,twitter,es,1,stereotyping-dominance,esta mujer siempre me seguir donde fui porque ella puede prescindir de despus de hoy se volver loca si la dejo la magia del faran el rey le ha sobrevenido ella se ha convertido en su esclava obediente
4997,twitter,es,0,non-sexist,tambin mandamos todas las mujeres con artrosis su casa porque se la ha provocado la ingesta brutal de lcteos solanceas gracias un adoctrinamiento de dcadas sobre sus beneficiostomas lcteos se te rompen los huesos culpa tuya
4998,twitter,es,0,non-sexist,los antiguos trinos de no son predicciones ni es un orculo ni nada por el estilo simplemente son el reflejo de que en este pas nada cambia al pasar los aos que la gente se deja sodomizar por un mejor sueldo
4999,twitter,es,0,non-sexist,ayuso dice que el reparto anunciado por los fondos de la est pensado contra los madrileos
5000,twitter,es,1,stereotyping-dominance,te falta calle hermana andate fregar el piso
5001,twitter,es,1,stereotyping-dominance,para estos tarados la otra opcin es directamente una utopa las nias mujeres no deben ser abusadas aham
5002,twitter,es,1,ideological-inequality,las mujeres no somos vctimas dao que hace el feminismo es hacerte creer que todo es culpa del patriarcadocomo se explica entonces que todas las senadoras que hoy votan ejercen sus cargos puedan hacerlo hayan llevado adelante estos cambios su discurso se cae pedazos
5003,twitter,es,1,misogyny-non-sexual-violence,que criticas las mojigata cara de verga si ni las trolas te tocamos
5004,twitter,es,0,non-sexist,que rabia una mujer se pasea por el mundo chile con covid otros se van fiestear espacio broodway que hizo una se paso sus vacaciones obediente respetuosamente en la casa por la chucha cuicosculiaos
5005,twitter,es,0,non-sexist,saben quin me cae mal mi cuada saben quin est en casa mi cuada cada vez que viene me quedo sin mi hermano sin mi perra porque me ignora para estar con ella soy llanto
5006,twitter,es,0,non-sexist,me gustara saber si los machitos que le gritan una mujer al volante son tan machitos con sus pares cagones del orto
5007,twitter,es,0,non-sexist,hice lactonesa de ajo hermano me quedo la zorra opcin veggie en vez de leche agua de los garbanzos paz auspicia con el dato
5008,twitter,es,0,non-sexist,no me merece nadie mi nuevo mantra
5009,twitter,es,0,non-sexist,mi si me gusta mandar comer mierda al que se lo merece me importa un culo lo que digan los idiomas son libertad si no lo fuera no existiran esas palabras
5010,twitter,es,1,objectification,que culo tan rico
5011,twitter,es,1,misogyny-non-sexual-violence,marimacho
5012,twitter,es,0,non-sexist,despacito suave suavecito son manipuladores de libro que van engaando incautos hasta conseguir su objetivo no es que puedan entrar es que ya estn dentro obligan los profanos tomar la parte por el todo con su venenoso victimismo
5013,twitter,es,0,non-sexist,hay una incipiente desconstruccin del androcentrismo que permea en la cultura pop travs de grandes producciones cinematogrficas que protagonizan mujeres valientes con liderazgo mentalidad compleja sentimientos reales humanosles dejo mi artculo
5014,twitter,es,0,non-sexist,hombre en paro acepta una oferta de trabajo tan arriesgada como bien remunerada cambiando desde ese momento mismo su vida
5015,twitter,es,0,non-sexist,la sala de lo del tribunalsupremo reconoce el derecho de una mujer que se le compute como servicio activo los meses que estuvo en excedencia por cuidado de hijos en la relacin de mritos de los de nota de prensa completa
5016,twitter,es,0,non-sexist,hola hace mucho que no pblico ac pero quera comentarle lo que le ha sucedido en la aplicacin tiktok yo tena mu cuenta principal la cual solo haca activismo feminismo radical la cual me tiraron la cuenta el de diciembre tenia otra cuenta la cual volv empezar
5017,twitter,es,0,non-sexist,los cientficos afirman que existe una estrecha relacin entre los alimentos que comemos nuestra salud mental
5018,twitter,es,1,sexual-violence,quien eres te voy violar
5019,twitter,es,1,objectification,no tu ests bueno vaya culo guarra
5020,twitter,es,0,non-sexist,la corte constitucional declar que el aborto es un derecho fundamental reconocido constitucionalmente para las mujeres que no debe ser criminalizado en casos de violacinmalformaciones cuando el embarazo constituye un peligro para la vida la salud de la mujer
5021,twitter,es,0,non-sexist,guaran echando culo contra los panchos un clsico
5022,twitter,es,0,non-sexist,los onvres siempre ven la oportunidad de querer pegar abusar maltratar mujeres dios
5023,twitter,es,0,non-sexist,roche fue con las tasas de las tarjetas de crdito pero no salieron explicar tambin el cobro de transferencias de otra plaza un abuso etc no pusieron de su parte estos congrechoros la terminen de fregar
5024,twitter,es,1,sexual-violence,lo que quiero es que dejes de hacerte la estrecha
5025,twitter,es,0,non-sexist,los casos en que el aborto no es contrario la ley los abortos deben realizarse en condiciones adecuadas todos los casos las mujeres deberan tener acceso servicios de calidad para tratar las complicaciones derivadas de abortos
5026,twitter,es,1,misogyny-non-sexual-violence,que un hombre exija que las mujeres nos hagamos histerectomas no me sorprende porque aj igual nos matanpero las mujeres saben lo que las histerectomas hacen uno de los ltimos recursos ante el cncer tu me dirs
5027,twitter,es,1,stereotyping-dominance,que no se acabe el sin saber que no habla de una mujer empoderada sino de una traqueta
5028,twitter,es,1,ideological-inequality,la reina ejercici el poder como si hubiera nacido como hombre ella para ejercer el poder se masculijizo repeujo al sistema poder cultura patriarcal la virgen de guadalupe es la reproduccin smblica de lo que debe ser una mujer en el mandato cultural patriarcal
5029,twitter,es,0,non-sexist,mucha gente es atractiva hasta que conoces como piensan
5030,twitter,es,1,misogyny-non-sexual-violence,putas jonas pichas
5031,twitter,es,1,misogyny-non-sexual-violence,fer disfruta esoalso fer no seas tan perradecdete
5032,twitter,es,0,non-sexist,se va un ao donde la gran mayora perdimos seres queridos en lo personal es un ao de mierda pero es el ao donde mi sueo grande se cumpli nuestra ley tan esperada luchada me pone tan feliz saber que cada lucha ganada nos acerca ser mujeres cada vez libres
5033,twitter,es,0,non-sexist,qu viva el socialismo sus polticosfelz ao para usted su familia qu el le traiga todo lo que desea se merece
5034,twitter,es,1,objectification,yo de primera las dems putas
5035,twitter,es,0,non-sexist,ustedes andan por toda la cama hasta encontrar su punto comodidad son normales mami dice que parece que tengo un gusano el culo
5036,twitter,es,0,non-sexist,yucatn accidente se registr cuando la fmina circulaba bordo de su compacto por motivos desconocidos perdi el control del volante
5037,twitter,es,0,non-sexist,lameruzo dice sanidad privada para cubrirse las espaldas porque obviamente todo lo privado es un negocio argumentos en contra de la sanidad privada socava la calidad de la sanidad publica viola el principio de igualdad entre ciudadanos
5038,twitter,es,0,non-sexist,que mujer del bien esta lucia
5039,twitter,es,0,non-sexist,como mujeres deberan empatizar con las miles de madres en esta lamentable pandemia queremos proteger nuestros ellos no saben de distanciamiento fsico estn en plena fase oral ustedes son madres lo entienden laprimerainfanciaimporta
5040,twitter,es,0,non-sexist,mi chico qu orgullo verte crecer orgullo estar ah desde tus primeros das en madrid qu orgullo haber compartido das risas trabajo durante unos meses qu orgullo tenerte como amigo no necesitas suerte porque una persona como solo pueden pasarle cosas buenas
5041,twitter,es,0,non-sexist,por favor hagamos trending telemundonoticierostelevisatelediariopfpapoya gobiernodelestado yositecreo niunamenos programadeproteccionamenores guardianacionalniunamenos
5042,twitter,es,0,non-sexist,se dice palurdo no se trata de una chica es una persona con nulos principios de lo que es el respeto igual que el resto de ustedes que se burlan de otros vienes con tu descaro mencionar la palabra tica desinfctate los dedos de coliformes fecales antes de escribir
5043,twitter,es,0,non-sexist,la violencia digital es acoso hostigamiento difusin de material con contenido sexual en internet sin el consentimiento de la persona afecta dignidad integridad seguridad libre desarrollo proyecto de vida advirti la instructora venus xchitl araujo milln
5044,twitter,es,0,non-sexist,me tuve que levantar temprano ahora me tengo que bancar los
5045,twitter,es,0,non-sexist,me quejo que estoy gorda aca estoy comiendo un sanguche de fiambre con teres
5046,twitter,es,0,non-sexist,chico es obligado casarse con la hija menor del dueo de un dojo pero tanto el padre como el chico sufren de una maldicin por caer en diferentes ojos de agua al chico lo simpean una loca que lanza flores color carbn una chica que tambin cay un ojo de agua
5047,twitter,es,0,non-sexist,encantada de que me incluyas porque me siento identificada con muchas de tus palabras en tus twits como mujer libre por supuesto
5048,twitter,es,0,non-sexist,siempre para vos tambin te quiero gorda
5049,twitter,es,0,non-sexist,ahora tena otro accidentesu coche haba decidido fallar se haba estampado en una calle estrecha vaca cerca del centro golpe el volante bastante frustrado unas cuentas veces entonces mir el panel activ unas cuantas opciones para dejarle un mensaje en vdeo
5050,twitter,es,0,non-sexist,yo considero que la gente no tiene por qu justificar esto no se deben explicaciones por mas que te miren feo el camino de uno es otro ya pienso como vivo en un juicio constante mi alrededor mas intenso de las mujeres con las que he intentado estar
5051,twitter,es,0,non-sexist,santa fe se queda con la liga femenina este quince minutos de ganar las chicas de santa fe
5052,twitter,es,0,non-sexist,son unas bestiascomo si no tuviera suficiente ya la gente con el hambre huracanes este gobierno intil para que vengan estos animales fregar tambin
5053,twitter,es,0,non-sexist,dijo jessentren
5054,twitter,es,0,non-sexist,como dije anteriormente en algn momento voy terminar viviendo con uds jajsjs mentiris pero realmente le he cogido un amor muy grande usted todos en general gracias por quererme tanto recibirme tan bien espero sodomizar mucho maana con ustedes
5055,twitter,es,0,non-sexist,dgale aquel ya que tanto est al culo de
5056,twitter,es,0,non-sexist,empoderamiento femenino con salariorosa
5057,twitter,es,0,non-sexist,el androcentrismo que ha calado desde su creacin en el campo de los vemos que la conceptualizacin de derechos ha ignorado frecuentemente las necesidades de la mitad de la humanidad discriminada excluyndolas incluso durante dcadas de su formulacin directa
5058,twitter,es,0,non-sexist,por su parte habla con voz de una mujer adulta es un nombre apropiado para esa especie de fantasma rebelde inconforme con la idea de asumir alguna identidad sus reflexiones lejos de ser inocentes son interesantes como profundas am su reticencia la humanidad
5059,twitter,es,0,non-sexist,yo soy especialista en denunciar las infracciones cometidas contra los ciclistas en madrid ver cuando los ciclistas dejamos el victimismo hacemos un poquito de justicia la impunidad fabrica la exclusin el confinamiento de los ciclistas
5060,twitter,es,0,non-sexist,las mujeres no estn mejor con menos todos los cuerpos deberan ser respetados queridos por igual
5061,twitter,es,0,non-sexist,se nota que tienes falta de comprensin te guste no ella es una mujerno llores
5062,twitter,es,0,non-sexist,dios como tan siquiera te atreves intentar tirar hate jon cuando ese hombre se caga en ti en tus favs con su su ingles muy bien pronunciado para un coreano que no tuvo ningn estudio influencia con el idioma para un rapero productor escritor
5063,twitter,es,0,non-sexist,rezar enciende la luz para saber en todo momento hacia donde se tiene que ir dios da cada hombre mujer un destino una conducta en la vida solo tienes que llevarla con dignidad que el ara el resto da cada hombre mujer lo que necesita en realidad
5064,twitter,es,0,non-sexist,merece que gente lo vaya conociendo escuchndolo en
5065,twitter,es,0,non-sexist,del al mi cara est en un de fea
5066,twitter,es,0,non-sexist,supremo confirma la condena dos miembros de lamanada por un delito contra la intimidad
5067,twitter,es,0,non-sexist,hoy en el da de los derechoshumanos cerramos los dasdeactivismo con una actividad de en el centro de atencin integral en maicao tratamos temas de prevencin de violencia de gnero empoderamiento de las mujeres unete standuphumanrights
5068,twitter,es,0,non-sexist,para qu te vas quitar la vida si no se lo vas poder contar nadie como lo ests haciendo ahorala vida despus de la vida no existesi te mueres te jodistete vas podrir como un perro aplastado en la carretera los gusanos te van violar de lo lindo
5069,twitter,es,0,non-sexist,saben qu veces no me me pesa para nada desearle un mal la gente que considero que se lo merece total yo no soy dios ni kant me parece peor tratar de convencerme fingir ser una persona que no soy
5070,twitter,es,0,non-sexist,siempre metiendo mierda creando victimismo talvez debera decir la verdad sobre tu famoso hospital quien le has asignados algunos contratos sin concurso pblico
5071,twitter,es,0,non-sexist,isabela se uni travs de un plantn en portn para exigir justicia por todos los casos de violencia en contra de las mujeres en galpagos yostecreo
5072,twitter,es,0,non-sexist,la gente del barca esta en genera hasta los huevos de font el alter ego de xavi de laporta el alter ego de cruyff iy de toda una serie de personajes que no tienen narices de defender al club se dejan sodomizar por los medios de florentio son unos subditos de florentino
5073,twitter,es,0,non-sexist,hola rodrigo as como veces ves prdidas tambin vers que muchos das hay ganancias la rentabilidad cambia todos los das eso es lo que se ve reflejado en tus ahorros lo importante es trabajamos para que largo plazo tus ahorros siempre puedan crecer
5074,twitter,es,0,non-sexist,si fuera de todos la escoria no estarais donde estis
5075,twitter,es,0,non-sexist,yositecreo lo que no tengo claro es cul
5076,twitter,es,0,non-sexist,de verdad que como la cag el programa enseando las putas fotos porque hoy estaramos todos flipando masksingerfinal
5077,twitter,es,0,non-sexist,que no nos sorprenda de esta escoria gubernamental que tenemos
5078,twitter,es,0,non-sexist,no le da cosa que los paps del colegio donde trabaja vean sus fotos bochornosas bochornosas la gente es muy mojigata
5079,twitter,es,0,non-sexist,ni educacin tiene para expresar nos van fregar dice estan desesperados dice es posible un solo personaje quiera gobernar bruto qacaso piensa tiene haber presidente con nayib basta sobra lo falta lo ponemos nosel feb con eso
5080,twitter,es,0,non-sexist,alberich meffert bormann ciudad de mxico de agosto de es un actor mexicano de origen alemn inici su carrera como actor en pequeos papeles especiales en rebelde tormenta en el paraiso luego participa en la telenovela palabra de mujer
5081,twitter,es,0,non-sexist,que haba quemados claro tambin ahora pero se estaba libre de este neopuritanismo en el cual hemos sumido nuestra libertad de arriba para abajo los de vigilando velando por esta puritana sociedad que mojigata se estremece al sonido de un pobre cohetillo
5082,twitter,es,0,non-sexist,muy atractiva imagen
5083,twitter,es,0,non-sexist,yo en de la hice una polla un coo con plastilina da de hoy sigo orgulloso de mi trabajo no me compares unas casas con semejante obra de arte
5084,twitter,es,0,non-sexist,nadie poda esperarse la cantidad de notallmen en las respuestas felicidades por el artculo
5085,twitter,es,0,non-sexist,por que asesinar un ser que no pidi ser engendrado lo lgico que se operen mujeres hombrescual es el afn de hacer algo as
5086,twitter,es,0,non-sexist,ver explico nuestro ejrcito no es tan ejrcito es como cuando mi prima no estaba tan embarazada slo iba tener un beb
5087,twitter,es,0,non-sexist,igual ese no era el punto sino que la mayoria de las mujeres trabajan porque no les queda otra simplemente porque quieren que por eso tambien aportan economicamente la crianza
5088,twitter,es,0,non-sexist,he recorrido un largo camino para llegar donde me encuentro hoy no he caminado solo todo ha sido trabajo aprendizaje de gente de nuestro partido morena cree en mi como yo creo en los jvenes mujeres hombres de nuestro estado veracruz somos todas todos
5089,twitter,es,0,non-sexist,culo la persona que vaya editar esta foto le ponga unos co dones por favor no lo vayan hacer somos gente civilizada por favor
